,ID_SAEB,ID_REGIAO,ID_UF,ID_MUNICIPIO,ID_AREA,ID_ESCOLA,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,PC_FORMACAO_DOCENTE_INICIAL,PC_FORMACAO_DOCENTE_FINAL,PC_FORMACAO_DOCENTE_MEDIO,NIVEL_SOCIO_ECONOMICO,NU_MATRICULADOS_CENSO_5EF,NU_PRESENTES_5EF,TAXA_PARTICIPACAO_5EF,NIVEL_0_LP5,NIVEL_1_LP5,NIVEL_2_LP5,NIVEL_3_LP5,NIVEL_4_LP5,NIVEL_5_LP5,NIVEL_6_LP5,NIVEL_7_LP5,NIVEL_8_LP5,NIVEL_9_LP5,NIVEL_0_MT5,NIVEL_1_MT5,NIVEL_2_MT5,NIVEL_3_MT5,NIVEL_4_MT5,NIVEL_5_MT5,NIVEL_6_MT5,NIVEL_7_MT5,NIVEL_8_MT5,NIVEL_9_MT5,NIVEL_10_MT5,NU_MATRICULADOS_CENSO_9EF,NU_PRESENTES_9EF,TAXA_PARTICIPACAO_9EF,NIVEL_0_LP9,NIVEL_1_LP9,NIVEL_2_LP9,NIVEL_3_LP9,NIVEL_4_LP9,NIVEL_5_LP9,NIVEL_6_LP9,NIVEL_7_LP9,NIVEL_8_LP9,NIVEL_0_MT9,NIVEL_1_MT9,NIVEL_2_MT9,NIVEL_3_MT9,NIVEL_4_MT9,NIVEL_5_MT9,NIVEL_6_MT9,NIVEL_7_MT9,NIVEL_8_MT9,NIVEL_9_MT9,NU_MATRICULADOS_CENSO_EMT,NU_PRESENTES_EMT,TAXA_PARTICIPACAO_EMT,NIVEL_0_LPEMT,NIVEL_1_LPEMT,NIVEL_2_LPEMT,NIVEL_3_LPEMT,NIVEL_4_LPEMT,NIVEL_5_LPEMT,NIVEL_6_LPEMT,NIVEL_7_LPEMT,NIVEL_8_LPEMT,NIVEL_0_MTEMT,NIVEL_1_MTEMT,NIVEL_2_MTEMT,NIVEL_3_MTEMT,NIVEL_4_MTEMT,NIVEL_5_MTEMT,NIVEL_6_MTEMT,NIVEL_7_MTEMT,NIVEL_8_MTEMT,NIVEL_9_MTEMT,NIVEL_10_MTEMT,NU_MATRICULADOS_CENSO_EMI,NU_PRESENTES_EMI,TAXA_PARTICIPACAO_EMI,NIVEL_0_LPEMI,NIVEL_1_LPEMI,NIVEL_2_LPEMI,NIVEL_3_LPEMI,NIVEL_4_LPEMI,NIVEL_5_LPEMI,NIVEL_6_LPEMI,NIVEL_7_LPEMI,NIVEL_8_LPEMI,NIVEL_0_MTEMI,NIVEL_1_MTEMI,NIVEL_2_MTEMI,NIVEL_3_MTEMI,NIVEL_4_MTEMI,NIVEL_5_MTEMI,NIVEL_6_MTEMI,NIVEL_7_MTEMI,NIVEL_8_MTEMI,NIVEL_9_MTEMI,NIVEL_10_MTEMI,NU_MATRICULADOS_CENSO_EM,NU_PRESENTES_EM,TAXA_PARTICIPACAO_EM,NIVEL_0_LPEM,NIVEL_1_LPEM,NIVEL_2_LPEM,NIVEL_3_LPEM,NIVEL_4_LPEM,NIVEL_5_LPEM,NIVEL_6_LPEM,NIVEL_7_LPEM,NIVEL_8_LPEM,NIVEL_0_MTEM,NIVEL_1_MTEM,NIVEL_2_MTEM,NIVEL_3_MTEM,NIVEL_4_MTEM,NIVEL_5_MTEM,NIVEL_6_MTEM,NIVEL_7_MTEM,NIVEL_8_MTEM,NIVEL_9_MTEM,NIVEL_10_MTEM,MEDIA_5EF_LP,MEDIA_5EF_MT,MEDIA_9EF_LP,MEDIA_9EF_MT,MEDIA_EMT_LP,MEDIA_EMT_MT,MEDIA_EMI_LP,MEDIA_EMI_MT,MEDIA_EM_LP,MEDIA_EM_MT
18175,2019,2,24,2408003,2,24001902,2,2,75.7,61.4,72.3,N�vel III,87.0,58.0,0.6666666667,,,,,,,,,,,,,,,,,,,,,,33.0,33.0,1.0,15.05,21.14,12.93,17.54,20.77,6.09,3.23,3.23,0.0,12.56,27.24,24.01,15.42,17.54,0.0,0.0,3.23,0.0,0.0,76.0,61.0,0.8026315789,22.86,20.35,18.76,23.28,10.32,4.43,0.0,0.0,0.0,29.84,26.26,11.37,8.83,20.74,2.96,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,76.0,61.0,0.8026315789,22.86,20.35,18.76,23.28,10.32,4.43,0.0,0.0,0.0,29.84,26.26,11.37,8.83,20.74,2.96,0.0,0.0,0.0,0.0,0.0,,,250.3,239.28,255.09,250.31,,,255.09,250.31
18176,2019,2,24,2408003,2,24001929,3,1,90.3,70.0,,N�vel IV,37.0,31.0,0.8378378378,0.0,6.5,9.97,15.56,12.99,19.94,25.98,9.06,0.0,0.0,0.0,3.47,9.97,19.49,25.07,22.05,6.5,3.47,6.5,3.47,0.0,27.0,24.0,0.8888888889,4.17,4.17,33.33,20.83,16.67,8.33,12.5,0.0,0.0,4.17,8.33,20.83,16.67,37.5,8.33,4.17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.01,223.34,266.82,266.71,,,,,,
18177,2019,2,24,2408003,2,24001953,2,1,66.7,,,N�vel IV,37.0,36.0,0.972972973,6.01,6.01,18.77,38.89,5.11,11.11,8.11,6.01,0.0,0.0,0.0,0.0,8.11,28.23,21.32,20.57,18.77,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.84,218.42,,,,,,,,
18178,2019,2,24,2408003,2,24001970,2,1,91.9,77.8,,N�vel IV,42.0,39.0,0.9285714286,0.0,7.89,10.65,22.93,27.32,12.28,8.27,5.14,5.51,0.0,0.0,2.76,5.14,22.93,32.83,15.04,13.03,8.27,0.0,0.0,0.0,46.0,42.0,0.9130434783,7.05,14.55,12.05,24.55,22.95,9.55,7.05,2.27,0.0,2.27,14.55,7.05,28.64,11.59,18.86,12.5,2.27,2.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.37,219.36,265.01,277.47,,,,,,
18179,2019,2,24,2408003,2,24002046,2,1,100.0,,,N�vel IV,21.0,21.0,1.0,0.0,9.52,4.76,28.57,19.05,14.29,23.81,0.0,0.0,0.0,0.0,4.76,19.05,23.81,14.29,28.57,0.0,4.76,4.76,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.12,208.48,,,,,,,,
18180,2019,2,24,2408003,2,24002097,2,1,85.7,,,N�vel IV,27.0,25.0,0.9259259259,12.96,16.67,8.02,20.37,0.0,26.54,11.73,3.7,0.0,0.0,4.32,12.35,20.37,20.37,3.7,16.05,11.11,7.41,4.32,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.49,202.91,,,,,,,,
18181,2019,2,24,2408003,2,24002127,2,1,100.0,52.4,,N�vel IV,28.0,25.0,0.8928571429,4.0,4.0,28.0,24.0,4.0,20.0,8.0,0.0,8.0,0.0,0.0,0.0,20.0,32.0,4.0,20.0,16.0,4.0,4.0,0.0,0.0,38.0,28.0,0.7368421053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.73,212.01,,,,,,,,
18182,2019,2,24,2408003,2,24002151,2,1,,62.5,,N�vel IV,,,,,,,,,,,,,,,,,,,,,,,,,33.0,29.0,0.8787878788,24.14,10.34,20.69,10.34,20.69,6.9,3.45,3.45,0.0,24.14,10.34,13.79,24.14,13.79,6.9,6.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.67,244.72,,,,,,
18183,2019,2,24,2408003,2,24002160,2,1,83.3,,,N�vel IV,30.0,26.0,0.8666666667,3.85,0.0,11.54,30.77,23.08,15.38,7.69,3.85,3.85,0.0,0.0,7.69,7.69,11.54,26.92,30.77,7.69,3.85,3.85,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.26,219.34,,,,,,,,
18184,2019,2,24,2408003,2,24002186,2,1,82.5,55.6,,N�vel IV,34.0,31.0,0.9117647059,9.68,9.68,9.68,19.35,25.81,12.9,9.68,3.23,0.0,0.0,0.0,3.23,22.58,19.35,25.81,16.13,12.9,0.0,0.0,0.0,0.0,19.0,8.0,0.4210526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.28,205.81,,,,,,,,
18185,2019,2,24,2408003,2,24002232,2,1,,69.2,63.6,N�vel IV,,,,,,,,,,,,,,,,,,,,,,,,,25.0,20.0,0.8,35.0,5.0,5.0,20.0,25.0,10.0,0.0,0.0,0.0,25.0,20.0,10.0,25.0,15.0,0.0,5.0,0.0,0.0,0.0,38.0,24.0,0.6315789474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,24.0,0.6315789474,,,,,,,,,,,,,,,,,,,,,,,238.04,232.53,,,,,,
18186,2019,2,24,2408003,2,24002240,2,1,,56.3,58.3,N�vel III,,,,,,,,,,,,,,,,,,,,,,,,,32.0,27.0,0.84375,37.04,18.52,25.93,11.11,3.7,3.7,0.0,0.0,0.0,25.93,37.04,14.81,11.11,7.41,0.0,3.7,0.0,0.0,0.0,70.0,51.0,0.7285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,51.0,0.7285714286,,,,,,,,,,,,,,,,,,,,,,,213.94,221.57,,,,,,
18187,2019,2,24,2408003,2,24002259,2,1,70.2,88.9,,N�vel III,29.0,25.0,0.8620689655,12.0,28.0,28.0,12.0,8.0,12.0,0.0,0.0,0.0,0.0,8.0,20.0,24.0,20.0,20.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,8.0,0.6666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.29,175.3,,,,,,,,
18188,2019,2,24,2408003,2,24002267,2,1,100.0,79.5,,N�vel IV,38.0,35.0,0.9210526316,0.0,11.52,28.52,22.71,14.32,14.32,2.91,0.0,5.7,0.0,2.8,5.7,22.82,23.04,31.21,8.73,5.7,0.0,0.0,0.0,0.0,66.0,64.0,0.9696969697,29.7,21.88,12.49,17.18,12.5,4.68,1.56,0.0,0.0,21.88,18.76,24.99,20.31,7.81,6.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.09,192.27,230.47,231.69,,,,,,
18189,2019,2,24,2408003,2,24002283,2,1,100.0,87.0,100.0,N�vel IV,55.0,53.0,0.9636363636,0.0,7.55,13.29,20.7,19.02,11.33,16.78,5.59,3.92,1.82,0.0,1.96,7.41,17.34,22.52,20.56,18.88,7.55,3.78,0.0,0.0,100.0,92.0,0.92,15.26,10.92,20.49,20.68,19.56,6.64,6.45,0.0,0.0,10.92,8.73,25.09,15.11,27.21,8.57,4.39,0.0,0.0,0.0,109.0,94.0,0.8623853211,36.95,15.19,15.99,9.59,13.13,5.77,3.38,0.0,0.0,36.33,13.8,15.81,17.35,11.14,3.38,1.19,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,109.0,94.0,0.8623853211,36.95,15.19,15.99,9.59,13.13,5.77,3.38,0.0,0.0,36.33,13.8,15.81,17.35,11.14,3.38,1.19,0.0,1.0,0.0,0.0,216.67,225.76,251.28,257.58,250.77,250.66,,,250.77,250.66
18190,2019,2,24,2408003,2,24002291,2,1,,66.7,63.6,N�vel IV,,,,,,,,,,,,,,,,,,,,,,,,,75.0,62.0,0.8266666667,13.22,14.61,21.07,15.86,19.24,12.77,3.23,0.0,0.0,13.36,17.55,12.92,21.22,20.78,12.63,1.54,0.0,0.0,0.0,212.0,142.0,0.6698113208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,142.0,0.6698113208,,,,,,,,,,,,,,,,,,,,,,,250.73,252.12,,,,,,
18191,2019,2,24,2408003,2,24002305,2,1,100.0,89.8,,N�vel III,25.0,26.0,1.04,4.0,32.0,20.0,24.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,36.0,12.0,4.0,0.0,0.0,0.0,0.0,22.0,17.0,0.7727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.74,197.9,,,,,,,,
18192,2019,2,24,2408003,2,24002356,2,1,100.0,59.7,,N�vel III,23.0,20.0,0.8695652174,10.0,5.0,15.0,40.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,50.0,20.0,5.0,0.0,5.0,0.0,0.0,0.0,36.0,23.0,0.6388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.29,195.95,,,,,,,,
18193,2019,2,24,2408003,2,24002380,2,1,90.0,63.6,,N�vel III,40.0,35.0,0.875,8.63,11.54,14.22,31.47,25.64,8.5,0.0,0.0,0.0,0.0,2.79,2.92,20.42,28.55,25.51,11.42,5.59,2.79,0.0,0.0,0.0,16.0,12.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.23,198.82,,,,,,,,
18194,2019,2,24,2408003,2,24002399,2,2,100.0,0.0,,N�vel III,15.0,13.0,0.8666666667,7.69,7.69,46.15,7.69,7.69,15.38,7.69,0.0,0.0,0.0,0.0,0.0,30.77,38.46,15.38,15.38,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.96,194.53,,,,,,,,
18195,2019,2,24,2408003,2,24002402,2,1,,66.0,77.9,N�vel IV,,,,,,,,,,,,,,,,,,,,,,,,,53.0,41.0,0.7735849057,,,,,,,,,,,,,,,,,,,,55.0,46.0,0.8363636364,32.76,15.28,19.53,17.24,8.64,4.35,2.2,0.0,0.0,34.96,15.19,6.49,23.73,15.23,2.2,0.0,2.2,0.0,0.0,0.0,21.0,15.0,0.7142857143,,,,,,,,,,,,,,,,,,,,,76.0,61.0,0.8026315789,29.24,14.74,17.82,18.0,11.78,4.99,3.43,0.0,0.0,32.67,14.67,8.38,19.02,18.39,3.43,1.84,1.59,0.0,0.0,0.0,,,,,254.11,252.39,,,259.08,256.31
18196,2019,2,24,2408003,2,24002410,2,1,85.7,82.5,99.0,N�vel III,52.0,50.0,0.9615384615,7.99,13.99,16.0,16.0,12.01,16.01,14.0,4.0,0.0,0.0,4.0,13.99,13.99,14.0,24.01,18.02,8.0,2.0,2.0,0.0,0.0,55.0,37.0,0.6727272727,,,,,,,,,,,,,,,,,,,,100.0,51.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,51.0,0.51,,,,,,,,,,,,,,,,,,,,,194.73,200.42,,,,,,,,
18197,2019,2,24,2408003,2,24002445,2,1,,88.9,92.1,N�vel IV,,,,,,,,,,,,,,,,,,,,,,,,,35.0,30.0,0.8571428571,36.67,3.33,26.67,13.33,13.33,6.67,0.0,0.0,0.0,16.67,23.33,20.0,30.0,3.33,6.67,0.0,0.0,0.0,0.0,175.0,138.0,0.7885714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,138.0,0.7885714286,,,,,,,,,,,,,,,,,,,,,,,232.24,235.09,,,,,,
18198,2019,2,24,2408003,2,24002577,3,2,100.0,0.0,,N�vel III,14.0,15.0,1.0714285714,6.67,26.67,33.33,6.67,20.0,0.0,6.67,0.0,0.0,0.0,0.0,13.33,26.67,26.67,20.0,0.0,13.33,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.32,187.28,,,,,,,,
18199,2019,2,24,2408003,2,24002593,3,1,89.1,63.5,,N�vel IV,31.0,29.0,0.935483871,6.9,3.45,20.69,6.9,13.79,17.24,13.79,13.79,3.45,0.0,3.45,0.0,10.34,17.24,10.34,20.69,27.59,6.9,0.0,3.45,0.0,21.0,20.0,0.9523809524,5.0,15.0,20.0,25.0,5.0,15.0,10.0,5.0,0.0,0.0,10.0,10.0,45.0,20.0,10.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.33,229.38,265.78,268.63,,,,,,
18200,2019,2,24,2408003,2,24002658,3,1,90.1,64.8,,N�vel IV,41.0,37.0,0.9024390244,2.57,16.52,21.37,21.93,15.96,5.41,7.98,5.69,2.57,0.0,0.0,8.26,13.95,21.37,23.94,19.08,7.98,0.0,0.0,5.41,0.0,40.0,34.0,0.85,38.24,17.65,14.71,17.65,2.94,5.88,2.94,0.0,0.0,23.53,20.59,26.47,23.53,0.0,2.94,2.94,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.05,211.36,219.81,225.67,,,,,,
18201,2019,2,24,2408003,2,24002674,3,1,60.0,54.2,,N�vel IV,58.0,58.0,1.0,6.9,8.62,18.97,22.41,15.52,15.52,6.9,3.45,1.72,0.0,1.72,3.45,18.97,17.24,20.69,18.97,15.52,0.0,3.45,0.0,0.0,35.0,35.0,1.0,8.57,8.57,25.71,22.86,14.29,11.43,5.71,2.86,0.0,8.57,8.57,20.0,28.57,17.14,11.43,0.0,5.71,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.26,211.6,262.78,263.0,,,,,,
18202,2019,2,24,2408003,2,24002712,3,1,100.0,41.7,,N�vel IV,31.0,30.0,0.9677419355,0.0,6.67,13.33,13.33,23.33,10.0,13.33,10.0,10.0,0.0,0.0,3.33,16.67,13.33,13.33,13.33,13.33,20.0,6.67,0.0,0.0,25.0,23.0,0.92,4.35,26.09,4.35,21.74,30.43,8.7,4.35,0.0,0.0,8.7,8.7,17.39,26.09,17.39,13.04,4.35,4.35,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.41,230.96,259.49,261.69,,,,,,
18203,2019,2,24,2408003,2,24002747,3,1,100.0,63.9,,N�vel IV,36.0,37.0,1.0277777778,2.65,5.56,16.14,13.36,16.14,16.53,16.14,8.07,5.42,0.0,0.0,5.42,16.27,19.05,26.98,7.94,8.07,8.2,8.07,0.0,0.0,36.0,34.0,0.9444444444,3.04,8.86,14.95,24.07,17.2,14.42,17.46,0.0,0.0,2.78,8.86,24.07,23.54,20.5,9.13,5.56,5.56,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.23,217.45,276.46,272.15,,,,,,
18204,2019,2,24,2408003,2,24002755,3,1,100.0,,,N�vel IV,29.0,29.0,1.0,0.0,3.45,10.34,10.34,6.9,31.03,17.24,17.24,3.45,0.0,0.0,0.0,3.45,6.9,34.48,10.34,20.69,17.24,3.45,3.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.98,242.25,,,,,,,,
18205,2019,2,24,2408003,2,24002763,3,2,100.0,54.5,,N�vel III,23.0,25.0,1.0869565217,0.0,16.0,24.0,28.0,12.0,4.0,8.0,8.0,0.0,0.0,0.0,8.0,28.0,40.0,16.0,0.0,4.0,4.0,0.0,0.0,0.0,36.0,33.0,0.9166666667,15.15,18.18,24.24,15.15,15.15,3.03,9.09,0.0,0.0,12.12,9.09,24.24,27.27,18.18,6.06,3.03,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.55,188.57,249.34,250.09,,,,,,
18206,2019,2,24,2408003,2,24002798,3,2,100.0,,,N�vel III,18.0,18.0,1.0,0.0,0.0,11.11,22.22,33.33,11.11,16.67,5.56,0.0,0.0,0.0,0.0,11.11,33.33,16.67,33.33,5.56,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.31,209.49,,,,,,,,
18207,2019,2,24,2408003,2,24002852,3,2,100.0,64.9,,N�vel III,23.0,19.0,0.8260869565,10.53,10.53,21.05,15.79,21.05,5.26,10.53,5.26,0.0,0.0,10.53,10.53,26.32,21.05,15.79,10.53,0.0,5.26,0.0,0.0,0.0,22.0,14.0,0.6363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.98,182.93,,,,,,,,
18208,2019,2,24,2408003,2,24002860,3,2,,26.9,,N�vel IV,,,,,,,,,,,,,,,,,,,,,,,,,15.0,16.0,1.0666666667,18.75,25.0,6.25,18.75,6.25,12.5,6.25,6.25,0.0,12.5,6.25,43.75,18.75,6.25,12.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.41,247.68,,,,,,
18209,2019,2,24,2408003,2,24002992,3,1,87.5,,,N�vel IV,28.0,29.0,1.0357142857,3.45,6.9,0.0,20.69,34.48,6.9,10.34,10.34,6.9,0.0,0.0,0.0,13.79,13.79,27.59,17.24,13.79,10.34,3.45,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.91,224.27,,,,,,,,
18210,2019,2,24,2408003,2,24003107,3,2,100.0,56.4,,N�vel IV,25.0,25.0,1.0,4.0,20.0,16.0,32.0,4.0,20.0,4.0,0.0,0.0,0.0,8.0,4.0,8.0,48.0,16.0,8.0,8.0,0.0,0.0,0.0,0.0,34.0,29.0,0.8529411765,10.34,24.14,20.69,24.14,13.79,6.9,0.0,0.0,0.0,6.9,24.14,31.03,17.24,13.79,3.45,3.45,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.84,189.81,243.56,244.45,,,,,,
18211,2019,2,24,2408003,2,24003123,3,1,81.4,,,N�vel IV,89.0,84.0,0.9438202247,1.12,1.12,2.47,15.59,16.89,24.21,19.84,9.38,8.25,1.12,0.0,0.0,3.37,11.86,21.65,23.04,15.22,15.17,7.09,2.61,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.55,243.86,,,,,,,,
18212,2019,2,24,2408003,2,24003131,3,2,100.0,50.8,,N�vel IV,28.0,30.0,1.0714285714,0.0,10.0,26.67,23.33,26.67,6.67,3.33,3.33,0.0,0.0,0.0,3.33,20.0,40.0,13.33,13.33,3.33,6.67,0.0,0.0,0.0,43.0,39.0,0.9069767442,33.33,20.51,2.56,20.51,12.82,2.56,7.69,0.0,0.0,23.08,25.64,17.95,7.69,17.95,5.13,2.56,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.32,201.51,231.35,231.86,,,,,,
18213,2019,2,24,2408003,2,24003182,3,2,100.0,30.8,,N�vel III,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,1.0,27.27,0.0,9.09,9.09,36.36,9.09,9.09,0.0,0.0,18.18,9.09,0.0,9.09,27.27,9.09,9.09,18.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.42,276.92,,,,,,
18214,2019,2,24,2408003,2,24003204,3,1,90.3,75.0,,N�vel IV,58.0,56.0,0.9655172414,1.72,0.0,7.15,23.05,21.84,19.48,12.32,10.86,1.72,1.85,0.0,1.72,5.56,14.3,19.6,21.07,19.73,12.58,5.43,0.0,0.0,49.0,47.0,0.9591836735,6.31,8.53,12.43,17.44,21.71,23.19,8.16,2.23,0.0,8.53,8.53,12.43,29.68,28.2,6.49,2.04,4.08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.98,234.22,273.89,264.26,,,,,,
18215,2019,2,24,2408003,2,24003212,3,1,77.3,46.2,,N�vel IV,30.0,30.0,1.0,0.0,10.0,26.67,13.33,23.33,16.67,6.67,3.33,0.0,0.0,0.0,10.0,16.67,20.0,16.67,13.33,16.67,6.67,0.0,0.0,0.0,68.0,64.0,0.9411764706,6.2,7.83,18.76,18.91,23.26,10.77,11.24,3.02,0.0,7.59,6.36,22.1,29.45,17.29,10.85,6.36,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.31,208.28,270.64,262.26,,,,,,
18216,2019,2,24,2408003,2,24003220,3,1,87.5,45.8,,N�vel V,53.0,51.0,0.9622641509,0.0,0.0,5.88,7.88,21.57,19.55,25.56,13.79,5.77,0.0,0.0,0.0,0.0,13.65,15.68,27.55,17.55,17.57,5.99,2.0,0.0,97.0,90.0,0.9278350515,6.66,10.1,10.03,18.9,15.51,25.61,11.0,2.19,0.0,5.64,7.76,9.91,21.13,21.16,21.14,8.87,3.29,1.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.64,247.49,276.13,277.46,,,,,,
